Review #,Review,product,delivery,price,service,explanation,,,
178,maganda ang product good for rainy days na pang fashion ang problema nga lang bakit may lobolobo na sya mga sismars and also sa brand sticker tanggal na rin yung sa dulo however thank you seller sa service,1,0,0,1,,,,
179,quality is good medyo masakit nga lang pag bagong gamitpero infairness maganda sya satisfied customer,1,0,0,0,,,,
180,so ang ganda po ng packaging d po siya tinipid sa bubble wraphahaanliit pla nigad koinexpectakala ko kaparehas niya yung mga common keypad na nakikitaanyways thank you,1,1,0,0,,,,
181,salamat seller d original ang phone but still okay na din sha pang text at call okay ang speaker nya peru masasabi pa din na sha original from battery to charger to screen mahahalata talaga na emit peru swak na din sa presyo kaya okay lang salamat pa din,1,0,1,0,,,,
182,oks lang medyo maingay lang ng onti tapos parang mabilis malobat di ko lang alam kung dahil ba sa charging time kasi 2hrs ko lang syang chinarge anyway thanks shoppee,1,0,0,0,,,,
183,hindi sya kasing amoy ng orig na cloud anlayo ng amoy huhu vanilla na vanilla ang laban neto and also ansakit sa ilong saktong ka spray amoy alcohol,1,0,0,0,,,,
184,looks cheap medyo manipis and hindi vibrant yung color not satisfied with the one style last sa vid looks extra cheap,1,0,0,0,,,,
185,may scratch at maliliit na yupi,1,0,0,0,,,,
186,okay 2nd time ordering as what ive observed in the reviews mostly ng black di ganon ka kapal ang quality compare sa colored ones kasi pinag compare ko sya sa una kong nabili iba talaga texture ng nabili ko ngayon para syang layer lang ng may color na payong di,1,0,0,0,,,,
187,ok naman sya kaya lang akala ko made of stainless steel sya yun pala made of plastic lang tsaka masyadong mauga yung table kaya di recommended gamitin yung lagayan ng inumin kasi prone matapunan yung laptop but the rest of it is ok,1,0,0,0,,,,
188,light gray ung order kopero dark gray ung binigay,0,1,0,0,,,,
189,i ordered grey pero ibang kulay yung dumating tapos manipis pa parang tape lng,1,1,0,0,,,,
190,ok naman yung item pero meron dents ung remote chinese character,1,0,0,0,,,,
191,medyo maganda cxa ok nman kso d cxa ngchacharge,1,0,0,0,,,,
192,nice tank you kay ate rider kahit na hirapan sya mag contac dakin,0,0,0,1,,,,
193,maliit pala sizing neto parang size 35 lang yung naibigay sakin pero ang order ko 37 at yung isa nasira agad which is fit naman sa presyo nya,1,0,1,0,,,,
194,ok lightweight and its kinda ok nasira ung sa ilong after hindi pa naka 1 month,1,0,0,0,,,,
195,ok naman sya lods pero may kulang na part dun sa pag lagaya ng phone saka nung unang test nag loloko yung on and off nya pero nung na video ok naman na salamat,1,0,0,0,,,,
196,maliit ang sizes parang pang bata sya but strechy naman sya and manipis din the product is completely delivered no damage thanks,1,0,0,0,,,,
197,fast delivery usable naman sya pero prang hindi ganun katibay yung paa nya ginamit ko as a fan na lang hindi na as a table,1,1,0,0,,,,
198,dlwa lng ata s order q ang nsunod sna nextime qng anong kulay ang order in ang ipdla nyo pra wla pong complainanyways thank u ok nman no damage ang item,0,1,0,0,,,,
199,mdyo malaki yung socks nyad kasya sa new born,1,0,0,0,,,,
200,2nd order ko na to 290 den pero hindi na sya kagaya date na long lasting  mabilis mawala ung amoy unlike my first order na lage ako nacocompliment ng mga workmates ko kasi ambango ko daw kahit na ilang oras na nakalipas ng paglagay ko ng perfume  saaaaaad,1,0,0,0,,,,
201,so ayun po based sa pic at video na pinadala ko now ko lang magreview  dismayado po father ko hindi naman daw po sya stainless steel at 2days pa lang namin natanggap yan dec 15 namin natanggap yan pero ganyan na po sya  sana po may magreply dito,1,0,0,1,Item is not stainless steel,,,
202,the plum is legit na lip therapy pero yung tan anu nangyari hnd sya actually tan tas parang wax lang sya myghaaad antagal pa dumating order,1,1,0,0,plum is legit,tan isn't and arrived late,,
203,goods naman yung quality nung earphones medyo mahina nga lang po yung lumalabas na sound pero okay na rin po kasi mura lang rin naman,1,0,1,0,good earphones but low sounds good price,,,
204,i ordered blue and white dumating sa akin both white,0,1,0,0,wrong item dumating sa akin,,,
205,binili ko dahil okay daw sa gaming  delay po kapag gaming pero okay naman sa music  okay naman din yung appearance yun lang,1,0,0,0,Delay during gaming,,,
206,ok naman sya di lang ako satisfied sa packaging akala ko kasi naka box but overall ok naman sya 2 hours mo din syang magagamit,1,0,0,0,Not satisfied with packaging,,,
207,3 star lang ang ibibigay ko kasi may deffect po yung binigay nyong sapatos saakin sana po ayusin nyo naman yung mga binibigay nyo kasi nakakahiya pong mabenta sa mga customer namin tulad din po sainyu nireresell namin yung mga items kaya sana check nyo muna bago nyo iship will,1,0,0,1,Defective item shipped,,,
208,nakaka dismaya kc tagal na nga po dumating preorder pa yung item pero pag dating iba namandi naman po magagamit sa motor ung pamunas ang hand towel na na para sa ref sana kung wala magsabi na lang po,1,1,0,0,different item received,,,
209,okei n sna ung item kc well package at nagana nma kaso apat n oras ko lng nagagamit ung efan kahit n chinarj q ng 15hrs s una nirefund q dun xa kaso nagbago isip q dhil mlulugi aq s spaylater pero s kabuuan ngagamit q nman xa un nga,1,0,0,0,eFan only works for 4hours despite long charging.,,,
210,ok naman  but i think di satified yung nagpaorder  so thank you nalang po,0,0,0,0,No aspect detected.,,,
211,nakakainis lang kasi may dents yung stand naayos ko naman kaso hindi na sturdy tapos damiii na dents sa bakaal tagal pa mag repsonse ni seller at mag ship out,1,1,0,1,dents and unresponsive seller,,,
212,ok lang okay naman item kaso ang daming nasayang dahil di matanggal yung tape na nakadikit next time better if balutin muna plastic bago lagyan pandikit wag mismo yung wallpaper ang itape very inconvenient tanggalin yun lang thanks,1,0,0,0,difficult to remove packaging tape,,,
213,510 maganda naman ang products and maayos ang packaging medyo matagal lang pag deliver kung di ko pa tinxt ang rider di nanaman madedeliver ang parcel,0,1,0,0,late delivery,,,
214,oily based thou inspired scent lang siya pero ang layo medyo matapang siya and not very appealing nung baho niya pero matagalan may kunting sweetness siya na parang coconut pero di nakakalingon lol may leak i thought di yun scent nung binili ko pero yun pala yun kinda disappointed yet,1,0,0,0,disappointed with the product's scent,,,
215,wet talaga siya not like yung iba na tumutuyo kaagad after ilagay pero over all ang ganda niya,1,0,0,0,Product is wet,,,
216,maganda namn tsaka malaki and saan ko gagamitin yan ih wala namn akong computer at laptop aynako btw bigay ko nalang sa bf ko gusto nya namn ng one piece ito lang ba yun wala na isang item lang nakuha ko pero thank yo,0,0,0,0,Review is about product use case.,,,
217,maganda po pero sobrang liit ng sizing add kyo ng 1 size up kapag oorder ksi maliit ung size na nakuha ko,1,0,0,0,Product sizing too small.,,,
218,sabi kasi cotton di ko inexpect yung parang spandex type pero goods parin naman,1,0,0,0,Different material than expected,,,
219,damaged product may butas po kaya hndi masyado maka suction,1,0,0,0,Product damage,hole,,
220,yung isa maayos pero yung right side hinde nagfafade na yung tatak nung right tapos nilagyan pa ng permanent marker kase may sira siguro malakilaki den saken,1,0,0,0,Item is damaged and marked with a permanent marker,,,
221,nice nman ung item   pero wrong color ung fan d q alam if color blind ehh ang layo nman ng color blue tpos naging white pero carry nman at maayos at mganda nman ung itempero xmpre bwas star na,1,1,0,0,wrong color item is nice,,,
222,mali yung 2 color na pinadala 2 black at gray dapat pinadala 2 black 1 navy blue pati maroon wrong size pa yung isa,0,1,0,0,Incorrect color and wrong size,,,
223,thank you i received my order todayi loved it thank you po sa shop sna lahat ng shop ay gnyan qng magdeliver sa mga customer what they orderthe same when they receiveagain thank u satisfied costumer here,0,0,0,0,No aspect detected.,,,
224,di maganda ang pagka print ng design comfy naman sya sa paa kaso ang liit ng sizes nila kung oorder kayi magdadag pa kayo ng 1 size up buti mura lang di nakakapanghinayang masyado,1,0,1,0,Small sizes and the print is not good,,,
225,as what i ordered maliit ang size tlgai ordered 1size larger pra skin pro nd pdn ksyai contacted the seller pra mapalitan pro wlng responsenyweiz vgy qn lng cguro s pamangkin q pra mpakinabanganthank you s rider safe n dumating,1,0,0,1,small size and no response from seller,,,
226,mali yung isang color blue dapat naging 2 yung purple,0,1,0,0,incorrect color,,,
227,kaibigan ko yan trip ko lang siya cute kasi maganda naman pero pangit ng pag kapack tuping tupi buti hndi nasira product,1,0,0,0,Bad packaging,,,
228,hindi gaanong malakas yung hangin but for its price and maliit lang sya kaya okay naman na,1,0,1,0,Low wind volume but cheap,,,
229,medyo manipis yung tela not the same sa tshirt na same brand na galing sa tiktok pero goods naman 810 parang ilang buwan naistock luma na yung sticker halos ng packaging may onting punit din yung pinakaplastic sa loob kaya nakakakaba kung may damage yung product o wala pero wala,1,0,0,0,thin cloth,,,
230,okay naman tama lang ang amoy kaso yung bottle okay naman nung dumating pero nung binuksan na defectivekada spray sobrang daming lumalabas from the cap parang nag ooverflow sya,1,0,0,0,defective bottle,,,
231,good order ko is green bakit iba ang dumating tsaka pangbabae masyado nakakadismaya masyado yung product na dumating sa akin hindi gusto yung item nakakainis lang mas maganda parin yung nabili ng kapatid ko,1,1,0,0,different product,,,
232,wala syang lagayan ng battery and mabilis malowbat may prob din sa charging port,1,0,0,0,Product lacks battery compartment and has charging issues.,,,
233,1010 maganda and good quality ung item but i dont like the delivery rider i ask him kung magkano babayaran ko he said 350 un pala 320 lang napaka dishonest niya pakisabihan po ang rider na maging honest naman sila sa price na babayaran ni customer though its not a,0,0,0,0,No aspect detected.,,,
234,610 sa automatic umbrella may kabigatan siya sa manual na payong mahirap siyang ipush pabalik hanggang mag close talagang masakit to pag tumama sa mukha mo yung manual naman pagbukas ko bumabaliktad sa may tip ng payong kailangan mo pa siyang ayosin bago magamit overall gumagana naman ikaw na lang,1,0,0,0,Heavy and difficult to use,,,
235,akala ko mystery pouch  pareho pa binigay  haha,0,0,0,0,No aspect detected.,,,
236,didnt expect it to be rubber tho but for the cheap price its understandable sobrang bilis ng shipping mas nauna pa kaysa sa nauna kong iorder,1,1,1,0,fast shipping and cheap,,,
237,dont expect na maganda since mura lang naman,0,0,1,0,No aspect detected.,,,
238,3 stars lng binigay ko kc akala ko makapal manipis lng pala sya parang yero nayuyupi,1,0,0,0,thin product,,,
239,feeling ko isang hanginan lang to di masyado quality cute lng sya pero hndi sya advisable sa malakas na ulan at hangin pang init lang sya,1,0,0,0,cheap material,,,
240,like cheap plastic its good na may extra rubber na kasama but i think madali masira considering its price reasonable naman siguro,1,0,1,0,cheap product easy to break,,,
241,nice 3 pcs ung enorder q gaganda at ang cute d na sasakit didi q sa wiresalamt seller my cute plastic kada 1 bratnx shoppe and kuya rider,1,0,0,0,cute product,,,
242,not accurate sizeordered size 4241it only fits for size 37sayang lang di magamit,1,0,0,0,not accurate size,,,
243,first order ko nito makapal yung tela pero ngayon hindi na sila same quality but wala namang damage,1,0,0,0,The item is not same quality,,,
244,ok nmn bench yung order ko pero hm yung pinadala doesnt follow your order,0,1,0,0,Does not follow the order,,,
245,doesnt support the tummy well medyo mainit ang material stitches are clean however more sa stomack under your ribs ang support not really sa lower abdomen,1,0,0,0,Item doesnt support the tummy,,,
246,product wise ok naman pero ang shipment grabe inabot ng 11 as in eleven days para sya ma ship 3x ang pick up unsuccessful placed the order sept16 na ship sya sept27 na received ko sept30 parang galing ibang bansa lang,0,1,0,0,late shipment,,,
247,so so may 3 levelspero halos pareparehas lng lakas ng hangin pero all goods for schooling ng anak ko pawisin kse sya tuwing ihatd ko sa school so sabi nia mej mahina ang b7ga ng hanginsakto lng cgro s presyo,1,0,0,0,No strong wind,,,
248,okay lang naman sya bigla lang namamatay aftew a few mins of being idle hassle lang din,1,0,0,0,Product breaks down after few use,,,
249,took them 3 days before they shipped out my orders tama naman mga pinadala yung sa silicone nose cleaner hindi sya katulad ng nasa pic na maliit butas in actual malaki sya di mapapasok sa loob ng ilong,1,1,0,0,The whole is too large,,,
250,i received already my order maganda po sa paa at sako po yong size at kulay tnx po,1,0,0,0,the size and color is correct,,,
251,will give you 3 stars kasi first thing na ginawa ko after ko magcheckout is to please check yung ipapadala para hindi wrong color pero imbes na black gray nabigay azar kita naman siguro pinagkaiba diba,0,1,0,1,wrong color,,,
252,malakas pag 3  kumpleto items na pinadala iba lang color nung 1 mabilis din ang delivery thank you seller,0,1,0,0,complete and fast delivery,,,
