Review #,Review,product,delivery,price,service,,,,
147,need mo mag size up para sakto ang fit sa paa ako size eight equivalent sa 41 kaso maliit size ng item dalawa pa naman binili ko,1,0,0,0,Need to size up for the fit in the feet I am size eight equivalent to 41 but small size of item. Size Product,,,
148,nice received ko na order ko kylng medyo ndismaya ung anak ko kasi yung pinaorder niya is color black feather ung design pero yung dumating is gray with polar bearparang ayaw pa nga gmitin kc mukhang pmbabae dw buti naplit ko na gmitin,0,1,0,0,Nice received my order just a little disappointed my son because what he ordered is color black feather yung design but what arrived is gray with polar bear seems like he doesnt want to use it kasi mukhang pmbabae. Delivery.,,,
149,diko alam kong matutuwa ba ako ohh nid kse ang alam ko 2 sya pro 1plastic lang pala sya ang akala ko isang pouch at isang maliit na box un pala 1lang tpos mouse lang ung laman at ung lakers na prang panlatag sa center table,1,0,0,0,"I dont know if I should be happy or what I know is there is 2 but it is 1 plastic lang pala sya what I thought was a pouch and a small box but there's only 1 then a mouse lang yung laman at ung lakers na parang panlatag sa center table,Product",,,
150,amp ano bayan di sya naka seeld nang maayos tapos hindi umaandar anubayan tapos wala free charger haysstt naku ayusinn nyo pag titinda nyo very disappointed  peru kahit papaano okay nmn quality nya ok den peru pagdating di umaandar,1,0,0,1,What's this it's not sealed properly then it doesn't work then there's no free charger fix your sales very disappointed. Although the quality is okay but when it comes it doesnt work Product and Service,,,
151,45 akala ko pastel colored yung payong,1,0,0,0,4-5 I thought the umbrella was pastel colored focus Product,,,
152,sakto lang quality,1,0,0,0,Just right the quality Focus Product,,,
153,hindi ako masiyado na satisfied kase my tas2 2 pa naman order ko parehong may tastaspero ok naman ung tela tsakto lg sa price din ng seller kahit papanu ganda ng fitting nya sakin salamatgodbless po paki check nalang po please bago ei ship out kong tas2 o wala kase,1,0,1,1,Im not too satisfied because there is 2 rip I ordered both have rips but the tela is okay just right with price as well from seller somehow good fitting on me thank you godbless please paki check bago ei ship out kong rip or none kasi Product Price Service,,,
154,not so good its working well malakas naman yung hangin kaya lang ang bilis na nasira nung charging pin umuurong kagad tapos pag nilagay sa neck nag pop bigla yung cover ng charging pin kaya naccharge ko na siya oh well hopefully hindi masira kaagad,1,0,0,0,Not so good it's working well the wind is strong but it breaks easily the charging pin goes back easily then when you put it on the neck it pops suddenly the cover of the charging pin kaya naccharge ko na siya oh well hopefully it doesnt break soon,,,
155,maaga naman dumating yung items and complete items naman pero dun sa sizes especially dun sa jogger pants mali double xl inorder ko pero hindi kasing size ng double xl na expected ko then burara nag packing merong pang mga matigas na kanin na nakadikit sa damit na umamoy na,0,1,0,0,Items arrived early and were complete but with the sizes especially the jogger pants wrong double xl ordered but not the same size as the double xl I expected then sloppy packing there are some kanin left overs nakadikit sa damit,,,
156,this product is still goodang problema lang masyadong mababa ang punjasana itaas taas ng konti yung punjahahahanaloloka tuloy aqipapagawa ko nalang sa mananahi,1,0,0,0,This product is still good the problem is too short the product. Focus product,,,
157,okay naman sya goods matagal bago malowbat kase chargable naman ung case nya and ang ayoko lang is kapag inaayos ko ung earpods sa tenga ko ay napapause ung music or in other words natotouch yung earpods and ayoko nun,1,0,0,0,"okay goods it takes awhile bago malowbat cause the case is charge able and ang ayoko lang is kapag inaayos ko yung earpods sa tenga ko ay napapause ung music or in other words natotouch yung earpods and ayoko nun,Product",,,
158,good sana yung parcel mabilis yung delivery and mystery pouch ko yung pikachu pero na dissapoint ako sa quality itsura nung mouse pad kasi di na sya plat  wavy na yung item di ko sure if dahil luma or dahil natabunan ng ibang item yung parcel ko,1,1,0,0,"good sana yung parcel mabilis yung delivery and mystery pouch ko yung pikachu pero na dissapoint ako sa quality itsura nung mouse pad kasi di na sya plat  wavy na yung item di ko sure if dahil luma or dahil natabunan ng ibang item yung parcel ko, product delivery",,,
159,order complete okay naman yung packaging yun nga lang hindi sya yung iniexpect ko na moisturizing and nasira agad yung pang adjust nya pero okay naman sya given sa price nya,1,1,1,0,"order complete okay naman yung packaging yun nga lang hindi sya yung iniexpect ko na moisturizing and nasira agad yung pang adjust nya pero okay naman sya given sa price nya,Product Delivery Price",,,
160,connected sa dalawang phone ko iphone and android maganda din tunog nya hindi sabog yun nga lang madali malobat,1,0,0,0,Connected sa dalawang phone ko iphone and android maganda din tunog nya hindi sabog yun nga lang madali malobat. Focus on product.,,,
161,overall okay naman sya kaso nga lang bakit mali yung color girly tuloy masyado nakakaloka sana next time paki ayos ang pagbabalot ng order salamat po,0,1,0,1,Overall okay it's just the color is wrong. shipping service,,,
162,maganda ang material kaya lang mali size pinadala saka kahit 38 maliit padin pala,1,1,0,0,Maganda ang material kaya lang mali size pinadala saka kahit 38 maliit padin pala product delivery,,,
163,1010 basag nga lang haha some photos are not related basag yung ringlight nung dumating siguro sa pagdedeliver nabasag hindi din kase ganon kasecure yung balot kaya risk talaga,1,1,0,0,10/10 basag haha some photos are not related basag yung ringlight nung dumating siguro sa pagdedeliver nabasag hindi din kase ganon kasecure yung balot kaya risk talaga product delivery,,,
164,hindi siya nag kukulay pero mabango naman smells like candy,1,0,0,0,Hindi siya nag kukulay pero mabango naman smells like candy product,,,
165,good super like ko sya pati rin mother ko gustong gusto nya yung tumbler wish ko lng magtagal ang gamit ko thanks,1,0,0,0,good super like ko sya pati rin mother ko gustong gusto nya yung tumbler wish ko lng magtagal ang gamit ko thanks product,,,
166,good maganda naman kaso nagkalat sa white color ung red color pero ayos lang nandito naman na thank you seller  kay kuya rider,1,0,0,1,Good maganda naman kaso nagkalat sa white color ung red color pero ayos lang nandito naman na thank you seller kay kuya rider product service,,,
167,yung black inorder mo tapos blue yung dumating  hays shopeee husto na pashneya,0,1,0,0,yung black inorder mo tapos blue yung dumating hays shopeee husto na pashneya delivery,,,
168,ok naman yung gray maganda tela kaso sobrang nakakadisappoint yung white 1 star para dun napakanipis tapos parang sobrang stretched out pa you can refer to the attached pic,1,0,0,0,Ok naman yung gray maganda tela kaso sobrang nakakadisappoint yung white 1 star para dun napakanipis tapos parang sobrang stretched out pa you can refer to the attached pic product,,,
169,ok lang ang item kaso ang order ko is pouch and box kaso pinagsama sa isang pouch sana di nlng kayo ng lagay nang pouch and box sa shop kung pagsasamahin nyo lng dinwala man lng ka mystery mystery ang mystery box nyo e,1,0,0,0,ok lang ang item kaso ang order ko is pouch and box kaso pinagsama sa isang pouch sana di nlng kayo ng lagay nang pouch and box sa shop kung pagsasamahin nyo lng dinwala man lng ka mystery mystery ang mystery box nyo e product,,,
170,maganda design but poor packaging wala man lang bubble wrap and hndi mataas sensitivity ang hirap gamitin,1,1,0,0,maganda design but poor packaging wala man lang bubble wrap and hndi mataas sensitivity ang hirap gamitin product delivery,,,
171,daming gasgas ng tumbler maganda nman siya yun nga lang puro gasgas pambigay ko pa nman to sa kapatid kong bunso sana po next time patingin po muna kung ok na ok yung tumbler thank you,1,0,0,1,Daming gasgas ng tumbler maganda nman siya yun nga lang puro gasgas pambigay ko pa nman to sa kapatid kong bunso sana po next time patingin po muna kung ok na ok yung tumbler thank you Product Service,,,
172,810 ang dumi nung product and ang ingay niya any thank you parin seller,1,0,0,1,8/10 the product is dirty and noisy thank you parin seller Product Service,,,
173,super bilis malobat ordered black blue un pinaship,1,1,0,0,Super bilis malobat ordered black blue un pinaship delivery product,,,
174,complete and correct ok na sna mabilis lang xa dumating kaso manipis at saka d x magkakapareho ang lakiung kulay gray masyado malaki na mukhang maluwag ung pinakagarter sa bandang itaas,1,1,0,0,complete and correct ok na sna mabilis lang xa dumating kaso manipis at saka d x magkakapareho ang laki ung kulay gray masyado malaki na mukhang maluwag ung pinakagarter sa bandang itaas Product and Delivery,,,
175,super good quality at napakaganda pa mukhang mamahalin makapal pa ung sapatos at magaan tuwang tuwa ang baby ko kasi ang pretty raw ng shoes nya pwedeng pwede ang gift sa mga cheketing ninyo,1,0,0,0,Super good quality at napakaganda pa mukhang mamahalin makapal pa ung sapatos at magaan tuwang tuwa ang baby ko kasi ang pretty raw ng shoes nya pwedeng pwede ang gift sa mga cheketing ninyo product,,,
176,good ang order kopo ay plain lang na pink dumating may mga star na designs pero dibale na magagamit padin naman paki check nalang po yung order nextime para tamang item po yung dumadating salamat ok naman yung item makapal narin dipa namen nadidikit and di sya ganyan ka pink,1,0,0,1,good ang order kopo ay plain lang na pink dumating may mga star na designs pero dibale na magagamit padin naman paki check nalang po yung order nextime para tamang item po yung dumadating salamat ok naman yung item makapal narin dipa namen nadidikit and di sya ganyan ka pink Product Service,,,
177,tagal mgshipout ng item seller is not responsible too kahit ichat mo deadma lang,0,1,0,1,tagal mgshipout ng item seller is not responsible too kahit ichat mo deadma lang Service Delivery,,,
178,recieved item but it is incomplete kulang ng 1pack of facemask disappointed but since it is christmas di n ako ngreklamo thank you kay kuya rider mabait,1,1,0,1,recieved item but it is incomplete kulang ng 1pack of facemask disappointed but since it is christmas di n ako ngreklamo thank you kay kuya rider mabait Product Service Delivery,,,
