Review #,Review,product,delivery,price,service,,,,,
148,ordered 1 light green  1 white but both white ang dumating walang light green matagal din dumating puro pickup failed,0,1,0,0,"Ordered light green and white but white, it take so long",,,,
149,low quality material  bubbles all over the sole meaning malapit na mgbakbak,1,0,0,0,Low quality material and has bubbles,,,,
150,maling colorproduct pinadala for the bigger size opted for 2 beige pero isang white tas ibang style pa talaga sana nag inform po muna kayo if wala kayo ganun para sa iba nalang ako nag order haha malambot siya in a bad way tumatagos ang mga bato sa sole part,0,1,0,0,Wrong color delivered. Was not inform so they change the color,,,,
151,ang pangit ng tela  tapus kulang ng dumating  i order 12 pieces but on 8 pcs lang ang dumating wag nyo ng tangkaing mag order,1,1,0,0,"Clothes material are terrible, less",,,,
152,may damage yung neck fan na dumating hindi rin secure yung packaging walang bubble wrap or anything to protect the product habang nasa shipping kaya sya nasira thankfully the product is working sana lang tumagal since may damage,1,1,0,0,Damaged product since they do not secure and use bubble wrap,,,,
153,ok lng hoooo dumating din ang parcel after million years grabe ang tagal dumating bubulukin muna ang parcel sa warehouse bago maideliver  grabe disappointed,0,1,0,0,It take a million years before delivering the parcel to our warehouse,,,,
154,amoy alcohol pati basag ang bottle so sad,1,1,0,0,Smell alcohol plus the bottle is break,,,,
155,good worth for the price ang item pero bakit iba iba ang size ng pag compare ko isa lang ang talagang 3270a lalo na yong black at blue parang 34 gusto ko sanang e balik or mag request ng refund pero hassle na,1,0,1,0,Good worth for the price but the size comparison is different,,,,
156,310 2nd time order sa shop nato same meow pero iba na sticker ang laki ng difference ng amoy kalungkot mas gusto ko yung unang bili ko ng meow compare ngayon di ko gusto yung amoy,1,0,0,0,Smell too difference. Second time order.,,,,
157,madali syang mabura sa labi i dont expect too much,1,0,0,0,Fastly erase,,,,
158,di ko na gustuhan texture nya amoy chemical napakatagal dumating inorder ko nung aug10 dumating nasa sakin aug31 not recommend tong product nato parang parehas lang rin yung shade na binigay sakin di ako satisfied,1,1,0,0,Do not like the texture. Aug10 ordered aug31 delivered. Do not satisfied,,,,
159,isa star lang parasashop nato sobra ako dismayado sa una order ko wala tape lahat pano magagamit dipa nagrereply si seller may send nko vedio at pic sau sellersbra ako nagtiwala take note dlawa pa inorder ko sainyo di ako nagdalawa isip na omorder ng dlawa kasi may tiwala ako,0,0,0,1,Sellers is not responsive.  Not trusted,,,,
160,mali ung color  blue and gray kinuha ko parehas na gray binigay nio thank you godbless,0,1,0,0,Wrong color,,,,
161,im so dissapointed iba yung inorder ko iba rin ang ipinadala at yung nakakainis puro kaliwa yung shoes sana bago nyo ipa ship make sure echeck nyo yung item pano ko 2 magagamit sayang lng yung pera,0,1,0,0,Dissapointed. Difference order and  is lefts shoe,,,,
162,not excellent maganda sana ung kulay nya but definitely not working sya and hindi po sya nagachargeso sana po seller inaayos nyo po ung pag pack nya para hindi sya nasira  sorry but i dont give 5 star for this shop im so disappointed i just waste my money,1,0,1,0,It does not work and does not charge,,,,
163,napakaraming dents sayang second order na sana namin the first one we ordered is very okay in which i can rate it as 55 but now 15 disappointed much with how the product looks,1,0,0,0,A lot of damage. First order is okay,,,,
164,35 yong pen po is sobrang mainta medyo panget sya sa papel saka yong ink nya na pang refill medyo hindi umiinta yong iba putol putol pa,1,0,0,0,Medio panget sya sa papel saka yong ink nya na pang refill medyo hindi umiinta yong iba putol putol pa,,,,
165,wrong size paki ayos ung pag repack nyo paki double check wag lang yun puro benta ng mali,1,0,0,0,Wrong color. You check before selling,,,,
166,sira yung isang payongsana man lng chinecheck nila kung sira ba o hindi yung item bago ideliver para hindi sayang ung binabayad ng buyer  hindi mo maintindhan tong mga seller na to kung gusto lng bang makabenta khit sira ung maibigay  nkakainis lng  i will not buy,1,0,0,1,The product is broken and sayang,,,,
167,rechargeable hindi pala may 20000 mah na battery wala pala dikoryente lang na na naka usb wire hahahaha sayang isa ako sa naisahan sa shop nato pero salamat pa din kasi dumating,1,0,1,0,Not rechargable and is wire,,,,
168,sira nman di umaandar nagalit ung nirigaluhan ko byan kakahiya tuloy check nio muna bago nio ipadala nakakabwisit lng kasi ung sira makuha nairegalo ko p hayyyy,1,0,0,0,Broken product that I was giving as a gift,,,,
169,hindi maganda quality may butas kakaiyak maliit ang sizing add 2 sizes up seller not responsive nung may tinatanong ako una palang sa size chart ayaw din tanggapin ang return better sa ibang shops nlang kayo bumili di kayo iintindihin pag may damage o problema ang items sayang lang,1,0,0,1,"Not good quality, seller not responsive, there's a hole",,,,
170,mali po yung isang socks imbes na brown cat orange tiger yung pinadala ang mas nakakadismaya nakaorder na pala ako dati at nung unang order ko ganyan din na mali ang isang design sana random na lang pinili ko kung di rin masusunod order ko napamahal pa ako,0,1,0,0,Not the correct color,,,,
171,not effective at all wag na kayo bumili sa store nato,1,0,0,0,Not effective,,,,
172,not worth the money malakas yung sound pag nag connect sa sa cp pero yung actual sound mahina mahirap buksan,1,0,1,0,Not worth the money,,,,
173,malayo sa displayed pictures yung item manipis at ang daming crease nung dumating,1,1,0,0,"Is so much difference from the picture, tin and a lots of crease after delivery",,,,
174,ang layo naman sa inorder ko yung isa lng yung tumama sana man lng nilalagyn nila ng sold out kung wala na ng ganon kulay o style maganda nmn un medyas pero mas bet ko yung kulay na inorder ko,0,1,0,0,Only one socks is correct. Is nice naman ung medyas pero mas bet ko yung kulay na inorder ko,,,,
175,nag order ako ng dalawang pouch noong 44 74 pesos yung isa kaya dalawa inorder ko tapos yan lang dumating sana isang pouch nalang inorder ko though the quality of the items is good,1,0,1,0,The quality of pouch are goods however the items,,,,
176,hindi naman sya mystery pouch kasi nagbigay lang kayo nang tag 89 pesos rin na item na binebenta no excitement pa kasi hindi naman nakabalot,1,0,1,0,Items is not mystery and is price,,,,
177,akala ko ba 10 meters po eh bakit 6 meters lang tas ayaw mag send ng picture ni seller,1,0,0,1,"Six meters, ayaw mag send ng picture",,,,
178,bakit po ganun habang gamit ko bigla na lang tumigil full charge naman until now ayaw na gumana disappointed sa product quality mula ng binili ko kanina ko lang ginamit chinarge ko muna para matagal kong magamit pero wala pang 1min tumigil na haysss,1,0,0,0,It stop  while using and disappointed sa items quality,,,,
179,binago ko ratings ko di ko pa nagamit ng matagal iba na agad tunog nya nilinis ko na din filter nya pero same pa din chinat ko na din seller pero wala pa response pls pls pls,1,0,0,1,The sounds is so differnce and chat the seller but not responsive,,,,
180,kadulas ganon ba pabango not recommended sayang lang pera ko kung alam ko lang na ganon hindi na sana ako bumili dumating pa sakin may tagas umayyyy tsk tskkkk,1,1,1,0,Items are tagas and sayang ang pera ko,,,,
181,ewan parang pre order ang peg 1 week ang delivery,0,1,0,0,Ewan. I think is pre order and 1 week the delivery,,,,
182,wrong item nakakainis lang kc 10 ribs order ko pero 8 ribs lang ipinadala nyo be fair nmn po kasi nagbabayad kami ng tama tapos ipapadala nyo di tama naka online kayo pero di nyo binabasa ang chat ko,0,1,0,1,Wrong items,,,,
183,poor sira agad sya wala pang 1 month na pag gamit very disappointed,1,0,0,0,Poor and is broken,,,,
184,wrong color po yung binigay green and pink po yung order ko then same green color yung dumating saakin and i order it purposely for my mothers friend which is matanda and maikli yung dumating saakin hindi yun kasya sa leeg niya,0,1,0,0,The color is wrong,,,,
185,okay naman siya malambot sa paa kaso maliit yung size na napili namin sana po naglalagay kayo ng add size one ganun sa bawat order para hindi po nageexpect na yung size ng paa naman eh sakto dun sa size na mabibili namin sayang lang yung tsinelas dalawa pa naman,1,0,0,0,Okay items but is to small so better sana nagdagdag,,,,
186,pasensya npo pero first ko kasi magrate ng 1 star hindi nko binalikan ni seller kahit nireremind ko sa chat may tastas sa gilid ung bra nkita nman ni seller per vid and pic at babalikan daw ako pero hindi na inasikaso per chat thank you prin,0,0,0,1,Tastas and hindi binalikan ni seller and hindi na inasikaso per chat,,,,
187,the lighting is good but the problem is wala pa 1 day hindi na gumagana yung ibang kulay nya like yellow and yung white nalang natirang gumagana sana tumagal kahit mga 1 month lang sayang din kasi pambayad hahaha,1,0,0,0,Nagana ung kulay nya like yellow,,,,
188,walang cloud na dumating pinalitan nang meow eh hindi naman nag inform naka bubble wrap naman pero basa yung bubble wrap idk kung na open ba sya eh naka sealed naman sana next time mag inform po kayo na papalitan pala kasi benibenta po ito,0,1,0,1,Hindi nag inform if papalitan kasi benibenta pa ito,,,,
189,sobrang useless dont buy it  hindi worth it  once ko lang nagamit di na gumagana,1,0,1,0,Hindi worth it and is not gumagana,,,,
190,the description says what you see is what you get this is clearly not a platform sandals i also asked the seller in less than 5 minutes upon ordering this if they can cancel the order cause i wanted to order another thing para isang shipping nalang,1,0,0,1,"The description is not true, also the sellers",,,,
191,very far from what was shown in picture tanggal na ung dikit ng glue  tapos ang size hindi true to size sayang pera lang to mas maganda pa ung quality sa palengke na tsinelas,1,0,1,0,Hindi what the is show in the picture. Tanggal na ung dikit ng glue and not true to size,,,,
192,i ordered 2 units ung isa faulty tapos i returned it already but no refund is issued nor is it getting delivered back to me,1,0,0,1,1 are faulty and there no refund or delivery,,,,
193,okay lang medyo nakakainis lang kac nd sya macharge nd na gumagana yung ilaw at ang fan nya okay nmn sana nakakadissapoint lang dpat imakeaure nila na okay ang items lalo sa pagchacharge para nmn nd masayang,1,0,0,0,"Its okey, ayaw macharge",,,,
194,magandan naman yung size ng medium at xl na isa yung isang bundle madumi tapos sira sira ndi ko na maganda na snaa yung quality kaso yung isnag xl tape sobrang nipis at madumi pa sira sira pa buti nabenta ko pa yun hays balik puhunan any way thanks seller,1,0,0,0,Nag benta na yung tama,,,,
195,110 super disappointed ako dalawa yung order ko 10 pcs na ballpen at 10 pcs na spinning pen maayos naman siyang dumating kaso kulang ng 9 na spinning pen yung nareceive ko,0,1,0,0,Kulang na spinning pen,,,,
196,seller not responding sayang pera dto 5 mins lang lowbat na,1,0,1,1,"Seller not responding, pera is sayang.",,,,
197,010 disapointed in this item matagal mag init,1,0,0,0,Matagal mag init,,,,
198,wala akong natanggap na lip therapy kulang ang order ko nakakalungkot at disappointed ako ito pa man din ang hinihintay ko,0,1,0,0,Kulang,,,,
199,poor sira yung isang payong kpg binuksan di na nasasarado di ko alam kung sinadya ba ni seller or di nia lng nacheck,1,0,0,0,Hindi masarado,,,,
200,the product is working naman what i dont like is yong manner of shipping walang nakalagay na fragile kaya itapontapon lang yan ng mga courier services kaya ayan basag ang lock however hindi ko na isasauli to cant imagine sa dami pag daanan bago ma return to its a waste,1,1,0,0,Shipping and basag,,,,
201,not cool ang bad nang pagka package nya,0,1,0,0,0,,,,
202,not worth it ibabalik ko sana kasi napakahina ng hanging pero umiyak anak ko kaya hnd ko na nireturn kita naman sa video pawis ko hnd sya nakakarefresh,1,0,1,0,product performance and value for money are not worth it,,,,
203,mali po ung dumating hnd po un ung order qbuti nlng d gnung mhal qng ngkataon syang lng s dinami dmi q ng n order d2 s shoppe i2 lng ang sumablay,0,1,0,0,wrong item delivered,,,,
204,nakakastress gamitin yung product lagi siya nagsstop magisa tas hintayin mong gumana uli already tried at 2 laptops same experience,1,0,0,0,product is not working properly,,,,
205,mali ung binigay sakin na case ang inorder cu stictch ang pinadala nasa,0,1,0,0,wrong item delivered,,,,
206,iba ang binigay tried contacting you pero patay malisya kayo okay naman send nio sa iba bat yung saken anlayo ng mga nasa picture,0,1,0,1,wrong item and unresponsive seller,,,,
207,Yng kalahati maliit na size na at ang iba sira ang tape panget naman tapos mahal pa,1,0,1,0,product quality, size issue and expensive,,,
